"","date","timedate","mono","TECH","grouptoday","natal","resident.group","mom","obs","tech.parse","switch","rav","fav","name","male","yob","dob","male2","TECH_i","mono_i","grouptoday_i","nonnatal","postmig","post_rf_fizz","post_mk_fizz","post_fl_fizz","post_fizz"
"51196",2008-02-09,(08-02-09 10:55:00),"MA","OP","rr","rr","rr","CC","AWB","OP",0,"","","Mezcla",0,1978,"5/15/78",1,3,121,10,0,0,0,1,0,1
"78084",2008-02-09,(08-02-09 10:55:08),"RY","LS","rr","rr","d","","ETJ","LS",0,"","","Ripley",0,1976,"5/15/76",1,2,178,10,0,0,0,1,0,1
"78087",2008-02-09,(08-02-09 10:55:08),"RY","LS","rr","rr","d","","ETJ","LS",0,"","","Ripley",0,1976,"5/15/76",1,2,178,10,0,0,0,1,0,1
"51202",2008-02-09,(08-02-09 10:55:14),"MA","LS","rr","rr","rr","CC","AWB","LS",0,"","","Mezcla",0,1978,"5/15/78",1,2,121,10,0,0,0,1,0,1
"78090",2008-02-09,(08-02-09 10:55:22),"RY","LS","rr","rr","d","","ETJ","LS",0,"","","Ripley",0,1976,"5/15/76",1,2,178,10,0,0,0,1,0,1
"51195",2008-02-09,(08-02-09 10:55:40),"MA","LS","rr","rr","rr","CC","AWB","S,LS",0,"","","Mezcla",0,1978,"5/15/78",1,2,121,10,0,0,0,1,0,1
"51199",2008-02-09,(08-02-09 10:55:58),"MA","LS","rr","rr","rr","CC","AWB","LS",0,"","","Mezcla",0,1978,"5/15/78",1,2,121,10,0,0,0,1,0,1
"51197",2008-02-09,(08-02-09 10:56:27),"MA","OP","rr","rr","rr","CC","AWB","OP",0,"","","Mezcla",0,1978,"5/15/78",1,3,121,10,0,0,0,1,0,1
"78082",2008-02-09,(08-02-09 10:56:50),"RY","LS","rr","rr","d","","ETJ","S,LS",0,"","","Ripley",0,1976,"5/15/76",1,2,178,10,0,0,0,1,0,1
"51194",2008-02-09,(08-02-09 10:57:08),"MA","OP","rr","rr","rr","CC","AWB","OP",0,"","","Mezcla",0,1978,"5/15/78",1,3,121,10,0,0,0,1,0,1
"78088",2008-02-09,(08-02-09 10:57:18),"RY","S","rr","rr","d","","ETJ","S",0,"","","Ripley",0,1976,"5/15/76",1,5,178,10,0,0,0,1,0,1
"78091",2008-02-09,(08-02-09 10:57:54),"RY","S","rr","rr","d","","ETJ","S",0,"","","Ripley",0,1976,"5/15/76",1,5,178,10,0,0,0,1,0,1
"78092",2008-02-09,(08-02-09 10:58:31),"RY","LS","rr","rr","d","","ETJ","LS",0,"","","Ripley",0,1976,"5/15/76",1,2,178,10,0,0,0,1,0,1
"78080",2008-02-09,(08-02-09 10:59:23),"RY","LS","rr","rr","d","","ETJ","LS",0,"","","Ripley",0,1976,"5/15/76",1,2,178,10,0,0,0,1,0,1
"78085",2008-02-09,(08-02-09 11:00:15),"RY","LS","rr","rr","d","","ETJ","S,LS",0,"","","Ripley",0,1976,"5/15/76",1,2,178,10,0,0,0,1,0,1
"98990",2008-02-09,(08-02-09 11:11:49),"YA","S","rr","aa","rr","OP","AWB","S",1,"","","Yasuni",1,2001,"2/17/01",2,5,225,10,1,1,0,0,0,0
"98987",2008-02-09,(08-02-09 11:13:01),"YA","S","rr","aa","rr","OP","AWB","S",0,"","","Yasuni",1,2001,"2/17/01",2,5,225,10,1,1,0,0,0,0
"98991",2008-02-09,(08-02-09 11:13:40),"YA","S","rr","aa","rr","OP","AWB","S",0,"","","Yasuni",1,2001,"2/17/01",2,5,225,10,1,1,0,0,0,0
"99001",2008-02-09,(08-02-09 11:14:13),"YA","S","rr","aa","rr","OP","AWB","S",0,"","","Yasuni",1,2001,"2/17/01",2,5,225,10,1,1,0,0,0,0
"98998",2008-02-09,(08-02-09 11:15:01),"YA","OP","rr","aa","rr","OP","AWB","OP",0,"","","Yasuni",1,2001,"2/17/01",2,3,225,10,1,1,0,0,0,0
"98995",2008-02-09,(08-02-09 11:15:42),"YA","S","rr","aa","rr","OP","AWB","S",1,"","","Yasuni",1,2001,"2/17/01",2,5,225,10,1,1,0,0,0,0
"99000",2008-02-09,(08-02-09 11:16:26),"YA","OP","rr","aa","rr","OP","AWB","OP",0,"","","Yasuni",1,2001,"2/17/01",2,3,225,10,1,1,0,0,0,0
"98985",2008-02-09,(08-02-09 11:41:31),"YA","S","rr","aa","rr","OP","AWB","S",0,"","","Yasuni",1,2001,"2/17/01",2,5,225,10,1,1,0,0,0,0
"98994",2008-02-09,(08-02-09 11:42:23),"YA","H","rr","aa","rr","OP","AWB","S,H,LS",0,"","","Yasuni",1,2001,"2/17/01",2,1,225,10,1,1,0,0,0,0
"22677",2008-02-10,(08-02-10 11:43:31),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"22681",2008-02-10,(08-02-10 11:44:35),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"22683",2008-02-10,(08-02-10 11:45:26),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"22673",2008-02-10,(08-02-10 11:45:57),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"22689",2008-02-10,(08-02-10 11:46:47),"DK","S","rr","rr","lb","DI","ETJ","L",0,"DK","","Dashiki",1,2003,"5/22/03",2,5,51,10,0,0,0,1,0,1
"22679",2008-02-10,(08-02-10 11:47:22),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37759",2008-02-10,(08-02-10 11:47:23),"HA","LS","rr","rr","lb","CC","LMB","LS",0,"","","Hada",1,1999,"4/21/99",2,2,85,10,0,0,0,1,0,1
"37765",2008-02-10,(08-02-10 11:47:50),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22682",2008-02-10,(08-02-10 11:48:02),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37756",2008-02-10,(08-02-10 11:48:15),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37771",2008-02-10,(08-02-10 11:49:13),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22675",2008-02-10,(08-02-10 11:49:24),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37767",2008-02-10,(08-02-10 11:49:40),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22678",2008-02-10,(08-02-10 11:50:08),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37751",2008-02-10,(08-02-10 11:50:36),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22685",2008-02-10,(08-02-10 11:50:45),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37758",2008-02-10,(08-02-10 11:51:20),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37754",2008-02-10,(08-02-10 11:51:41),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37772",2008-02-10,(08-02-10 11:52:11),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22686",2008-02-10,(08-02-10 11:52:25),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37749",2008-02-10,(08-02-10 11:52:56),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22684",2008-02-10,(08-02-10 11:53:04),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37753",2008-02-10,(08-02-10 11:53:50),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22674",2008-02-10,(08-02-10 11:54:06),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37752",2008-02-10,(08-02-10 11:54:34),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37755",2008-02-10,(08-02-10 11:54:58),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22687",2008-02-10,(08-02-10 11:55:19),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37766",2008-02-10,(08-02-10 11:55:38),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37763",2008-02-10,(08-02-10 11:56:01),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37764",2008-02-10,(08-02-10 11:56:20),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22676",2008-02-10,(08-02-10 11:56:39),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37769",2008-02-10,(08-02-10 11:56:40),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22688",2008-02-10,(08-02-10 11:57:44),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37768",2008-02-10,(08-02-10 11:58:27),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37761",2008-02-10,(08-02-10 11:58:45),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"22680",2008-02-10,(08-02-10 11:58:55),"DK","LS","rr","rr","lb","DI","ETJ","LS",0,"","","Dashiki",1,2003,"5/22/03",2,2,51,10,0,0,0,1,0,1
"37757",2008-02-10,(08-02-10 11:59:05),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37750",2008-02-10,(08-02-10 11:59:34),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"76194",2008-02-10,(08-02-10 11:59:40),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"37760",2008-02-10,(08-02-10 12:00:00),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37762",2008-02-10,(08-02-10 12:00:00),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"37770",2008-02-10,(08-02-10 12:00:00),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"23983",2008-02-10,(08-02-10 12:00:58),"DN","S","ff","ff","ff","TA","JCO","S",0,"","","Dauphin",0,1987,"5/15/87",1,5,54,4,0,0,1,0,0,1
"37773",2008-02-10,(08-02-10 12:01:00),"HA","S","rr","rr","lb","CC","LMB","S",0,"","","Hada",1,1999,"4/21/99",2,5,85,10,0,0,0,1,0,1
"76197",2008-02-10,(08-02-10 12:01:03),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"23985",2008-02-10,(08-02-10 12:01:16),"DN","S","ff","ff","ff","TA","JCO","S",0,"","","Dauphin",0,1987,"5/15/87",1,5,54,4,0,0,1,0,0,1
"23989",2008-02-10,(08-02-10 12:01:37),"DN","S","ff","ff","ff","TA","JCO","S",0,"","","Dauphin",0,1987,"5/15/87",1,5,54,4,0,0,1,0,0,1
"23986",2008-02-10,(08-02-10 12:01:43),"DN","S","ff","ff","ff","TA","JCO","S",0,"","","Dauphin",0,1987,"5/15/87",1,5,54,4,0,0,1,0,0,1
"76186",2008-02-10,(08-02-10 12:02:15),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"23988",2008-02-10,(08-02-10 12:03:16),"DN","S","ff","ff","ff","TA","JCO","S",0,"","","Dauphin",0,1987,"5/15/87",1,5,54,4,0,0,1,0,0,1
"76190",2008-02-10,(08-02-10 12:03:28),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"23982",2008-02-10,(08-02-10 12:03:54),"DN","LS","ff","ff","ff","TA","JCO","LS",0,"","CD","Dauphin",0,1987,"5/15/87",1,2,54,4,0,0,1,0,0,1
"22011",2008-02-10,(08-02-10 12:04:03),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"76195",2008-02-10,(08-02-10 12:04:32),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"23984",2008-02-10,(08-02-10 12:04:43),"DN","S","ff","ff","ff","TA","JCO","S",0,"","","Dauphin",0,1987,"5/15/87",1,5,54,4,0,0,1,0,0,1
"23987",2008-02-10,(08-02-10 12:04:59),"DN","S","ff","ff","ff","TA","JCO","S",0,"","","Dauphin",0,1987,"5/15/87",1,5,54,4,0,0,1,0,0,1
"22023",2008-02-10,(08-02-10 12:05:11),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"76201",2008-02-10,(08-02-10 12:05:19),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"22017",2008-02-10,(08-02-10 12:07:02),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"22026",2008-02-10,(08-02-10 12:07:15),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"76200",2008-02-10,(08-02-10 12:07:37),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"22022",2008-02-10,(08-02-10 12:07:43),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"76189",2008-02-10,(08-02-10 12:08:39),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"22019",2008-02-10,(08-02-10 12:08:43),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"76202",2008-02-10,(08-02-10 12:09:07),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"76198",2008-02-10,(08-02-10 12:10:39),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"76188",2008-02-10,(08-02-10 12:11:45),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"76191",2008-02-10,(08-02-10 12:12:10),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"22027",2008-02-10,(08-02-10 12:12:22),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"76192",2008-02-10,(08-02-10 12:12:26),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"22028",2008-02-10,(08-02-10 12:12:44),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"76193",2008-02-10,(08-02-10 12:12:59),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"76199",2008-02-10,(08-02-10 12:13:00),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"22014",2008-02-10,(08-02-10 12:13:16),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"22025",2008-02-10,(08-02-10 12:13:31),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"22018",2008-02-10,(08-02-10 12:13:42),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"22024",2008-02-10,(08-02-10 12:13:54),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"22010",2008-02-10,(08-02-10 12:14:11),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"22029",2008-02-10,(08-02-10 12:14:26),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"76187",2008-02-10,(08-02-10 12:14:45),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"22016",2008-02-10,(08-02-10 12:14:47),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"22020",2008-02-10,(08-02-10 12:15:11),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"76196",2008-02-10,(08-02-10 12:15:20),"RT","S","rr","rr","rr","RY","ETJ","S",0,"","","Riot",0,2004,"7/22/04",1,5,175,10,0,0,0,0,0,0
"22012",2008-02-10,(08-02-10 12:15:28),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"22015",2008-02-10,(08-02-10 12:15:38),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"22013",2008-02-10,(08-02-10 12:15:54),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"22021",2008-02-10,(08-02-10 12:16:25),"DI","LS","rr","rr","rr","CC","LMB","LS",0,"","","Dixi",0,1993,"5/15/93",1,2,50,10,0,0,0,1,0,1
"63396",2008-02-10,(08-02-10 14:57:17),"OD","S","ff","ff","ff","RF","COC","S",0,"","","Oden",1,1996,"5/15/96",2,5,149,4,0,0,1,0,0,1
"14710",2008-02-10,(08-02-10 15:34:38),"CM","S","ff","ff","ff","DN","COC","S",0,"CI","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14714",2008-02-10,(08-02-10 15:34:56),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14706",2008-02-10,(08-02-10 15:35:12),"CM","S","ff","ff","ff","DN","COC","S",0,"CI","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14717",2008-02-10,(08-02-10 15:35:37),"CM","S","ff","ff","ff","DN","COC","S",0,"CI","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14716",2008-02-10,(08-02-10 15:35:54),"CM","S","ff","ff","ff","DN","COC","S",0,"CI","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14712",2008-02-10,(08-02-10 15:36:10),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14715",2008-02-10,(08-02-10 15:36:10),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14722",2008-02-10,(08-02-10 15:36:26),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"10905",2008-02-10,(08-02-10 15:36:42),"CD","S","ff","ff","ff","CM","JCO","S",0,"","","Camden",0,2002,"9/1/02",1,5,30,4,0,0,1,0,0,1
"14718",2008-02-10,(08-02-10 15:36:42),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14708",2008-02-10,(08-02-10 15:36:56),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14711",2008-02-10,(08-02-10 15:37:29),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14707",2008-02-10,(08-02-10 15:37:52),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14713",2008-02-10,(08-02-10 15:38:19),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14723",2008-02-10,(08-02-10 15:39:00),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14709",2008-02-10,(08-02-10 15:39:29),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14719",2008-02-10,(08-02-10 15:39:56),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14721",2008-02-10,(08-02-10 15:42:15),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"14720",2008-02-10,(08-02-10 15:42:36),"CM","S","ff","ff","ff","DN","COC","S",0,"","","Camille",0,1993,"5/15/93",1,5,37,4,0,0,1,0,0,1
"57305",2008-02-11,(08-02-11 11:11:05),"MO","S","rr","rr","rr","KK","SMS","S",0,"","","Moth",1,1992,"5/15/92",2,5,132,10,0,0,0,1,0,1
"57303",2008-02-11,(08-02-11 11:11:46),"MO","S","rr","rr","rr","KK","SMS","S",0,"","","Moth",1,1992,"5/15/92",2,5,132,10,0,0,0,1,0,1
"8305",2008-02-11,(08-02-11 12:29:33),"BV","RO","ff","ff","ff","TA","COC","S,RO",0,"","","Brava",0,1998,"5/15/98",1,4,24,4,0,0,1,0,0,1
"57302",2008-02-11,(08-02-11 12:53:09),"MO","RO","rr","rr","rr","KK","SMS","S,RO",0,"","","Moth",1,1992,"5/15/92",2,4,132,10,0,0,0,1,0,1
"57307",2008-02-11,(08-02-11 12:53:42),"MO","RO","rr","rr","rr","KK","SMS","S,RO",0,"","","Moth",1,1992,"5/15/92",2,4,132,10,0,0,0,1,0,1
"57306",2008-02-11,(08-02-11 12:53:52),"MO","S","rr","rr","rr","KK","SMS","S",0,"","","Moth",1,1992,"5/15/92",2,5,132,10,0,0,0,1,0,1
"57304",2008-02-11,(08-02-11 12:54:27),"MO","OP","rr","rr","rr","KK","SMS","S,OP",0,"","","Moth",1,1992,"5/15/92",2,3,132,10,0,0,0,1,0,1
"57301",2008-02-11,(08-02-11 12:55:25),"MO","S","rr","rr","rr","KK","SMS","S",0,"","","Moth",1,1992,"5/15/92",2,5,132,10,0,0,0,1,0,1
"10907",2008-02-11,(08-02-11 14:54:16),"CD","S","ff","ff","ff","CM","COC","S",0,"","","Camden",0,2002,"9/1/02",1,5,30,4,0,0,1,0,0,1
"10906",2008-02-11,(08-02-11 14:55:04),"CD","S","ff","ff","ff","CM","COC","S",0,"","","Camden",0,2002,"9/1/02",1,5,30,4,0,0,1,0,0,1
"83087",2008-02-12,(08-02-12 11:08:37),"SR","S","rr","rr","lb","SC","ETJ","S",1,"","","Scrappy",1,2003,"5/29/03",2,5,189,10,0,0,0,1,0,1
"24726",2008-02-12,(08-02-12 11:38:56),"DR","RO","ff","ff","ff","DN","AWB","S,RO,OP",0,"","","Dreidel",0,2003,"6/21/03",1,4,55,4,0,0,1,0,0,1
"24722",2008-02-12,(08-02-12 11:39:44),"DR","OP","ff","ff","ff","DN","AWB","OP,S",0,"","","Dreidel",0,2003,"6/21/03",1,3,55,4,0,0,1,0,0,1
"24723",2008-02-12,(08-02-12 11:40:51),"DR","OP","ff","ff","ff","DN","AWB","S,OP",0,"","","Dreidel",0,2003,"6/21/03",1,3,55,4,0,0,1,0,0,1
"24727",2008-02-12,(08-02-12 11:42:37),"DR","S","ff","ff","ff","DN","AWB","S",1,"","","Dreidel",0,2003,"6/21/03",1,5,55,4,0,0,1,0,0,1
"24729",2008-02-12,(08-02-12 11:43:59),"DR","S","ff","ff","ff","DN","AWB","S",1,"","","Dreidel",0,2003,"6/21/03",1,5,55,4,0,0,1,0,0,1
"24725",2008-02-12,(08-02-12 11:46:26),"DR","OP","ff","ff","ff","DN","AWB","S,OP",0,"","","Dreidel",0,2003,"6/21/03",1,3,55,4,0,0,1,0,0,1
"24728",2008-02-12,(08-02-12 11:47:13),"DR","S","ff","ff","ff","DN","AWB","S",0,"","","Dreidel",0,2003,"6/21/03",1,5,55,4,0,0,1,0,0,1
"24730",2008-02-12,(08-02-12 11:49:51),"DR","S","ff","ff","ff","DN","AWB","S",0,"","","Dreidel",0,2003,"6/21/03",1,5,55,4,0,0,1,0,0,1
"24731",2008-02-12,(08-02-12 11:51:06),"DR","OP","ff","ff","ff","DN","AWB","S,OP",0,"","","Dreidel",0,2003,"6/21/03",1,3,55,4,0,0,1,0,0,1
"73079",2008-02-12,(08-02-12 16:39:06),"RF","S","rf","ff","rf","AM","IDS","S",0,"","","Rafiki",0,1980,"5/15/80",1,5,168,9,0,0,1,0,0,1
